date,in-o2,1-valve,in-nox,out-nox
2025/7/10 0:13,7.81206875,44.77079,333.291645,35.955266
2025/7/10 0:14,7.6842341,44.5548685,345.33469,35.8201175
2025/7/10 0:14,7.5176318,45.1025225,352.182165,36.165497
2025/7/10 0:14,7.42193975,45.925964,356.77716,36.29689
2025/7/10 0:14,7.3902874,46.3411215,358.00845,36.856245
2025/7/10 0:15,7.3799825,49.361063,360.381,37.299224
2025/7/10 0:15,7.38022775,50.081453,362.6635,37.7234305
2025/7/10 0:15,7.3907785,48.5641215,365.00604,38.020007
2025/7/10 0:15,7.39985705,48.738822,366.14728,38.6694615
2025/7/10 0:16,7.3981395,50.5986815,370.532,39.097425
2025/7/10 0:16,7.3799825,51.71558,371.79346,39.457814
2025/7/10 0:16,7.36158025,50.91569,371.79346,39.6305025
2025/7/10 0:16,7.36624185,51.21209,371.7333,40.0659755
2025/7/10 0:17,7.4420595,50.923544,370.62218,40.441385
2025/7/10 0:17,7.536525,50.917656,371.67325,40.764229
2025/7/10 0:17,7.5424137,51.715578,375.757735,40.895626
2025/7/10 0:17,7.4266015,51.8097975,378.67088,41.248512
2025/7/10 0:18,7.26024465,52.122883,378.70096,41.4925235
2025/7/10 0:18,7.139771,52.027682,378.70096,41.6952415
2025/7/10 0:18,7.1208777,51.808815,375.1871,41.886703
2025/7/10 0:18,7.23227335,51.705765,371.7333,42.08191
2025/7/10 0:19,7.380473,51.21013,371.7333,42.303405
2025/7/10 0:19,7.48843325,51.4623625,375.12702,42.4535655
2025/7/10 0:19,7.5851071,51.808815,375.097,42.59998
2025/7/10 0:19,7.6562624,51.81078,376.29828,42.708842
2025/7/10 0:20,7.7126965,51.921685,376.268265,43.0204335
2025/7/10 0:20,7.75882475,52.0100155,376.32831,43.4183595
2025/7/10 0:20,7.76913,52.1091435,376.35834,43.70367
2025/7/10 0:20,7.717358,52.2357505,378.70096,43.992735
2025/7/10 0:21,7.6562626,52.400635,378.70096,44.3756485
2025/7/10 0:21,7.87022015,51.627247,325.78349,44.514545
2025/7/10 0:21,8.14282,43.849201,298.03342,44.672226
2025/7/10 0:21,8.058169,42.7107125,302.5984,44.7435515
2025/7/10 0:22,7.9963374,43.24953,302.628425,44.75481
2025/7/10 0:22,7.9391675,43.026742,309.0854,37.5207115
2025/7/10 0:22,7.8503456,42.71562,317.824865,37.0814875
2025/7/10 0:22,7.76471355,41.1816005,328.126065,36.721096
2025/7/10 0:23,7.6844795,41.900028,336.20483,36.3532005
2025/7/10 0:23,7.635652,43.1160525,341.91101,36.480839
2025/7/10 0:23,7.60350915,44.0808255,347.55713,37.0101615
2025/7/10 0:23,7.5900145,46.962383,352.2122,37.321747
2025/7/10 0:24,7.5900145,47.268597,356.8372,38.053792
2025/7/10 0:24,7.5900145,48.23337,360.32098,38.601887
2025/7/10 0:24,7.570385,48.676988,364.91597,39.161245
2025/7/10 0:24,7.5605707,50.554516,365.486585,39.476584
2025/7/10 0:25,7.459726,50.580034,370.59216,40.159826
2025/7/10 0:25,7.3274747,50.885265,371.7333,40.685402
2025/7/10 0:25,7.1841817,50.999118,371.7333,41.132131
2025/7/10 0:25,7.0830917,51.1139465,370.11155,41.3536215
2025/7/10 0:26,7.0541387,50.9019515,369.571,41.819128
2025/7/10 0:26,7.05021285,50.9804665,369.66107,42.239582
2025/7/10 0:26,7.1017394,50.491703,369.63104,42.528645
2025/7/10 0:26,7.1981675,50.467166,371.19275,42.795185
2025/7/10 0:27,7.28011945,50.749825,371.79346,43.0729875
2025/7/10 0:27,7.35225635,50.899988,371.76338,43.335773
2025/7/10 0:27,7.3848895,50.91569,371.8535,43.549757
2025/7/10 0:27,7.3996115,51.3750125,375.12702,43.70367
2025/7/10 0:28,7.4001026,51.403475,375.097,43.8726075
2025/7/10 0:28,7.3996115,51.2130725,375.097,44.12413
2025/7/10 0:28,7.3895515,51.489841,375.15704,44.285551
2025/7/10 0:28,7.38022775,51.209147,375.097,44.446976
2025/7/10 0:29,7.389306,51.3563655,375.1871,44.5445865
2025/7/10 0:29,7.389797,51.525175,373.41521,44.799862
2025/7/10 0:29,7.3900422,53.667696,371.79346,45.2541
2025/7/10 0:29,7.4001026,53.4184065,370.62218,45.63326
2025/7/10 0:30,7.3996115,53.335964,370.59216,45.877277
2025/7/10 0:30,7.40868995,53.330074,370.56208,46.3915875
2025/7/10 0:30,7.44181445,53.35952,370.532,46.676894
2025/7/10 0:30,7.498984,53.327132,369.571,46.947187
2025/7/10 0:31,7.55173755,54.725705,370.532,47.052307
2025/7/10 0:31,7.5900145,56.318611,370.59216,47.29632
2025/7/10 0:31,7.5983562,56.203781,370.532,47.40518
2025/7/10 0:31,7.5895233,55.8602695,370.59216,47.480263
2025/7/10 0:32,7.61749485,56.3539445,358.54907,47.4990385
2025/7/10 0:32,8.357759,48.6975995,287.34183,47.502792
2025/7/10 0:32,8.4389745,44.8483235,280.4043,47.4840215
2025/7/10 0:32,8.251025,45.025968,281.57556,47.3188415
2025/7/10 0:33,8.156806,45.3527945,286.26062,45.76841
2025/7/10 0:33,8.128344,40.889126,294.309375,38.466744
2025/7/10 0:33,8.095219,40.3689535,306.68277,37.18285
2025/7/10 0:33,7.97597215,39.5798645,317.70477,36.2030335
2025/7/10 0:34,7.8213928,40.768408,326.98483,36.2818725
2025/7/10 0:34,7.679327,41.451502,332.7511,36.394493
2025/7/10 0:34,7.5794635,42.1051525,336.1748,36.6835575
2025/7/10 0:34,7.4756746,42.650843,340.70968,36.942585
2025/7/10 0:35,7.39936625,46.709166,345.36472,37.2429145
2025/7/10 0:35,7.3618255,45.961298,347.5271,37.5545
2025/7/10 0:35,7.361335,46.7925915,351.13098,37.9937305
2025/7/10 0:35,7.41752325,47.2185425,351.671615,38.40292
2025/7/10 0:36,7.4746933,46.7395925,352.2122,38.763313
2025/7/10 0:36,7.52744615,47.00949,353.41345,39.0035725
2025/7/10 0:36,7.5900145,48.760414,356.74713,39.4991075
2025/7/10 0:36,7.627555,49.2697885,357.9184,39.8595035
2025/7/10 0:37,7.645467,49.802719,360.381,40.0809935
2025/7/10 0:37,7.62730935,50.336632,360.26093,40.216136
2025/7/10 0:37,7.6076803,49.907734,360.32098,40.681645
2025/7/10 0:37,7.5900145,48.6131935,360.290955,40.9556905
2025/7/10 0:38,7.575047,48.805561,360.381,41.195955
2025/7/10 0:38,7.5429044,50.554516,362.60345,41.3648855
2025/7/10 0:38,7.522539,49.6339085,362.5434,41.665215
2025/7/10 0:38,7.49358605,49.9715285,364.94598,41.852915
2025/7/10 0:39,7.432736,50.472073,365.06607,42.055635
2025/7/10 0:39,7.3902874,50.542739,364.91597,42.1720065
2025/7/10 0:39,7.3900422,49.8154775,360.381,42.44606
2025/7/10 0:39,7.4366615,49.549503,357.9184,42.59622
2025/7/10 0:40,7.4648786,48.691709,357.88837,42.757646
2025/7/10 0:40,7.455555,49.875347,360.381,42.9828895
2025/7/10 0:40,7.4452496,50.24732,360.381,43.5197225
2025/7/10 0:40,7.4383793,50.085378,360.381,43.838816
2025/7/10 0:41,7.4177685,49.144162,360.44107,44.0828325
2025/7/10 0:41,7.59418535,49.494543,332.210475,44.22173
2025/7/10 0:41,8.19042025,42.29261,281.064975,44.379402
2025/7/10 0:41,8.2559325,39.259908,274.66805,44.5107925
2025/7/10 0:42,8.279488,39.453255,279.17297,44.585879
2025/7/10 0:42,8.2041615,40.8616465,291.996875,44.555851
2025/7/10 0:42,7.90358965,42.434923,310.166595,36.5333965
2025/7/10 0:42,7.6172495,39.904726,327.04486,35.8126125
2025/7/10 0:43,7.34685835,41.5182425,337.19592,36.2631025
2025/7/10 0:43,7.09609605,42.199373,345.36472,36.82621
2025/7/10 0:43,6.9540303,45.792485,346.50595,38.1926925
2025/7/10 0:43,6.902994,46.968272,349.32904,39.776911
2025/7/10 0:44,6.95403005,47.8486385,353.35341,40.497694
2025/7/10 0:44,7.04947665,48.351143,357.88837,41.274787
2025/7/10 0:44,7.1635711,48.4748085,360.32098,41.6652065
2025/7/10 0:44,7.226384,48.760414,365.00604,42.61875
2025/7/10 0:45,7.221477,50.344485,369.63104,43.2269
2025/7/10 0:45,7.1885986,49.464115,367.82911,43.81254
2025/7/10 0:45,7.16872375,49.140236,366.0272,44.082832
2025/7/10 0:45,7.159155,48.957685,366.0272,44.7397935
2025/7/10 0:46,7.1306925,50.7517875,364.94598,45.085167
2025/7/10 0:46,7.1208777,51.434884,365.00604,45.426794
2025/7/10 0:46,7.1208777,51.519287,364.94598,45.603232
2025/7/10 0:46,7.12112305,51.526157,366.05721,45.9899035
2025/7/10 0:47,7.111063,51.526157,369.571,46.215145
2025/7/10 0:47,7.1213684,52.118958,369.571,46.417866
2025/7/10 0:47,7.1488495,51.942295,369.60102,46.553015
2025/7/10 0:47,7.173631,51.8382605,369.63104,46.82706
2025/7/10 0:48,7.1981675,51.909907,369.6911,46.999745
2025/7/10 0:48,7.2168153,54.6246185,370.59216,47.168683
2025/7/10 0:48,7.2366896,54.43127,370.59216,47.2512685
2025/7/10 0:48,7.2602448,54.433235,370.59216,47.446481
2025/7/10 0:49,7.28036475,54.4410835,371.76338,47.570366
2025/7/10 0:49,7.2938597,54.723743,371.79346,47.637943
2025/7/10 0:49,7.31299805,55.34697,371.79346,47.686745
2025/7/10 0:49,7.3132434,55.557982,375.12702,48.2873915
2025/7/10 0:50,7.31397935,55.033885,375.15704,48.6890815
2025/7/10 0:50,7.35152,55.691459,375.097,49.004421
2025/7/10 0:50,7.3902874,55.0466425,375.15704,49.24468
2025/7/10 0:50,7.41752325,55.045662,375.097,49.4436515
2025/7/10 0:51,7.417278,55.554055,375.03696,49.70268
2025/7/10 0:51,7.4415688,55.0397735,371.7333,49.822807
2025/7/10 0:51,7.4746933,54.8091315,371.7333,49.8791235
2025/7/10 0:51,7.4553095,55.4549285,375.15704,49.89789
2025/7/10 0:52,7.43641615,55.50204,363.23413,49.89789
2025/7/10 0:52,8.1575415,47.5826625,287.34181,49.841575
2025/7/10 0:52,8.167602,43.90318,283.31745,49.80029
2025/7/10 0:52,7.898928,44.2152835,286.26062,49.710186
2025/7/10 0:53,7.8071615,44.255525,295.5707,42.010587
2025/7/10 0:53,7.70729825,41.5192215,312.62921,39.750635
2025/7/10 0:53,7.58535215,44.16523,328.6366,38.9885535
2025/7/10 0:53,7.4599713,44.115175,341.340395,38.583122
2025/7/10 0:54,7.3792465,45.625636,349.35907,38.684479
2025/7/10 0:54,7.322322,47.7396965,356.77716,39.2363245
2025/7/10 0:54,7.29876685,48.1470015,360.32098,40.18986
2025/7/10 0:54,7.2931232,49.434673,364.94598,40.52772
2025/7/10 0:55,7.28502655,49.780145,369.63104,41.3048225
2025/7/10 0:55,7.2754574,49.3591,370.502,41.8604215
2025/7/10 0:55,7.31864135,50.439684,370.56208,42.3409435
2025/7/10 0:55,7.40010225,50.467165,370.62218,42.57745
2025/7/10 0:56,7.437398,50.536849,375.06698,43.2682
2025/7/10 0:56,7.40378275,50.3327045,376.35834,43.6811485
2025/7/10 0:56,7.33189105,50.423001,378.70096,44.0152585
2025/7/10 0:56,7.2847815,50.9637815,380.9233,44.22173
2025/7/10 0:57,7.2560735,50.7674915,380.9233,44.62342
2025/7/10 0:57,7.2465043,51.0305235,379.812125,44.9087295
2025/7/10 0:57,7.2465043,53.0385835,378.6408,45.194035
2025/7/10 0:57,7.2553377,53.01012,378.73098,45.3742315
2025/7/10 0:58,7.2754574,53.61764,380.9233,45.7346235
2025/7/10 0:58,7.2931232,53.72462,383.26584,45.933594
2025/7/10 0:58,7.3237939,54.3969195,383.26584,46.095013
2025/7/10 0:58,7.3900422,54.2487175,383.26584,46.211388
2025/7/10 0:59,7.464388,53.4645365,383.20578,46.399095
2025/7/10 0:59,7.4930954,54.33705,384.34705,46.676894
2025/7/10 0:59,7.42709205,54.8444635,387.951,46.872107
2025/7/10 0:59,7.31741485,55.053513,387.951,47.0485495
2025/7/10 1:00,7.2217223,57.1410715,387.951,47.1424
2025/7/10 1:00,7.1692145,56.845654,384.317025,47.559101
2025/7/10 1:00,7.13118325,56.6581975,383.896565,47.9833165
2025/7/10 1:00,7.1100817,57.167572,384.34705,48.38876
2025/7/10 1:01,7.092416,56.7524165,384.287,48.53892
2025/7/10 1:01,7.37973685,55.8396615,330.49863,48.704094
2025/7/10 1:01,7.7693755,47.27056,297.94332,48.809208
2025/7/10 1:01,7.712451,46.4461365,299.17465,48.82423
2025/7/10 1:02,7.72128425,46.665,299.204675,48.794197
2025/7/10 1:02,7.77919,45.00634,305.03101,39.7919285
2025/7/10 1:02,7.8253186,42.2612035,314.881675,38.9322435
2025/7/10 1:02,7.8694842,42.5566215,323.5611,37.836054
2025/7/10 1:03,7.83071635,43.9051465,336.14475,37.486927
2025/7/10 1:03,7.69822005,45.420515,346.50595,37.674625
2025/7/10 1:03,7.59050525,46.0250915,351.13098,37.873598
2025/7/10 1:03,7.504137,46.0466825,353.41345,38.1964495
2025/7/10 1:04,7.44598535,46.9682715,357.9184,38.447968
2025/7/10 1:04,7.3900422,47.5404625,362.60345,39.093669
2025/7/10 1:04,7.36158025,49.332602,364.91597,39.638016
2025/7/10 1:04,7.38439925,50.211986,366.0272,40.14481
2025/7/10 1:05,7.407463,50.1786175,370.472,40.5464985
2025/7/10 1:05,7.36624225,50.2512455,375.097,41.012001
2025/7/10 1:05,7.2320275,50.53292,376.29828,41.4249555
2025/7/10 1:05,7.1164613,49.9558275,376.23825,41.8116165
2025/7/10 1:06,7.06370785,50.4053345,375.097,42.029358
2025/7/10 1:06,7.0541387,50.521145,375.15704,42.374732
2025/7/10 1:06,7.08775385,50.1540795,373.41521,42.825222
2025/7/10 1:06,7.154493,50.468147,375.12702,43.106775
2025/7/10 1:07,7.1981675,50.6369575,375.097,43.2794565
2025/7/10 1:07,7.236199,50.224745,376.32831,43.59105
2025/7/10 1:07,7.265152,50.609478,376.29828,43.857586
2025/7/10 1:07,7.3080907,50.416128,378.70096,44.034029
2025/7/10 1:08,7.3846445,50.5319425,376.29828,44.19921
2025/7/10 1:08,7.45948055,50.5182,376.29828,44.2968165
2025/7/10 1:08,7.504137,50.984395,376.268265,44.52581
2025/7/10 1:08,7.5220485,50.6418645,376.32831,44.6834835
2025/7/10 1:09,7.5181225,50.912748,375.097,44.8336485
2025/7/10 1:09,7.5134606,50.4396835,375.15704,44.916236
2025/7/10 1:09,7.51297,52.3692305,375.097,45.483099
2025/7/10 1:09,7.47003115,52.668573,376.29828,45.907312
2025/7/10 1:10,7.3853802,53.0582125,376.29828,46.2789685
2025/7/10 1:10,7.3031833,53.00227,376.35834,46.496696
2025/7/10 1:10,7.2845359,53.378166,373.44523,46.954698
2025/7/10 1:10,7.32305765,55.540314,370.59216,47.224993
2025/7/10 1:11,7.3895515,55.242935,370.11155,47.4502335
2025/7/10 1:11,7.416787,54.65308,370.59216,47.5741195
2025/7/10 1:11,7.4275827,54.76006,371.162725,47.7468085
2025/7/10 1:11,7.4275827,55.12614,371.7333,47.863182
2025/7/10 1:12,7.4938313,55.914249,358.609115,47.889465
2025/7/10 1:12,8.28537675,49.8832,285.53984,47.89322
2025/7/10 1:12,8.38327625,45.0190985,275.8093,47.89322
2025/7/10 1:12,8.208823,44.8414565,279.23303,47.7693325
2025/7/10 1:13,8.0827055,43.337862,284.9993,39.176261
2025/7/10 1:13,7.93499635,39.842894,297.9734,37.7459545
2025/7/10 1:13,7.8012728,41.0981775,309.68604,37.10026
2025/7/10 1:13,7.6604335,39.304075,318.876015,35.606141
2025/7/10 1:14,7.55124665,39.599491,325.2429,35.407173
2025/7/10 1:14,7.47910965,40.593709,329.14713,35.9327395
2025/7/10 1:14,7.42782835,41.3847625,333.77216,36.23682
2025/7/10 1:14,7.4001026,41.953026,338.27707,36.7361145
2025/7/10 1:15,7.399121,43.9777715,340.67966,37.152815
2025/7/10 1:15,7.412125,46.000555,340.70968,37.5057015
2025/7/10 1:15,7.437398,45.749302,345.30466,37.787253
2025/7/10 1:15,7.4648785,45.7159325,346.50595,38.466745
2025/7/10 1:16,7.4930954,46.3617315,347.5271,38.9022105
2025/7/10 1:16,7.51297,47.055621,352.15213,39.131214
2025/7/10 1:16,7.4926045,47.7230115,353.41345,39.405262
2025/7/10 1:16,7.4602168,48.455179,356.77716,39.855751
2025/7/10 1:17,7.437398,48.481678,357.9184,40.167337
2025/7/10 1:17,7.426847,48.799671,360.35099,40.467661
2025/7/10 1:17,7.407954,49.2246395,362.5434,40.6441015
2025/7/10 1:17,7.40844475,49.5347825,360.290955,41.0270185
2025/7/10 1:18,7.4648785,48.7613945,360.32098,41.2897985
2025/7/10 1:18,7.504137,49.3836365,362.633475,41.586374
2025/7/10 1:18,7.47027625,49.58876,364.94598,41.7553065
2025/7/10 1:18,7.4077085,49.891048,364.88596,42.1119435
2025/7/10 1:19,7.379492,49.6427425,362.573425,42.3259275
2025/7/10 1:19,7.3996115,48.939037,360.411035,42.566185
2025/7/10 1:19,7.389797,48.76532,363.86479,42.701331
2025/7/10 1:19,7.318396,49.644705,365.00604,42.964119
2025/7/10 1:20,7.25509215,49.512207,366.0272,43.15558
2025/7/10 1:20,7.2366896,49.481782,364.97601,43.6023085
2025/7/10 1:20,7.2639253,49.436635,362.48328,43.8913775
2025/7/10 1:20,7.31299805,48.4512535,360.290955,44.413189
2025/7/10 1:21,7.3743391,48.20883,357.9184,44.6947465
2025/7/10 1:21,7.57504705,48.094986,332.66094,44.897465
2025/7/10 1:21,8.09153875,41.9186765,279.833665,44.980053
2025/7/10 1:21,8.174963,40.6555405,274.63803,45.085167
2025/7/10 1:22,8.185267,40.8322035,275.8093,45.1152
2025/7/10 1:22,8.1570505,38.6641635,285.569855,37.49819
2025/7/10 1:22,8.03853975,37.89961,300.91655,36.2668555
2025/7/10 1:22,7.8977008,37.883907,312.539135,35.7375335
2025/7/10 1:23,7.7831158,39.326648,322.41986,35.0768125
2025/7/10 1:23,7.65061935,40.8616465,332.7511,35.9289885
2025/7/10 1:23,7.5274463,40.860664,336.1147,36.473325
2025/7/10 1:23,7.4933405,41.265027,338.367145,36.88252
2025/7/10 1:24,7.4938316,44.123028,341.850925,37.8097765
2025/7/10 1:24,7.5034005,44.549961,346.535975,38.44797
2025/7/10 1:24,7.4648785,44.824768,351.191,38.924738
2025/7/10 1:24,7.4170325,47.1586735,352.2122,39.2025355
2025/7/10 1:25,7.380473,47.5993475,353.35342,40.028435
2025/7/10 1:25,7.3701677,47.271541,356.74713,40.54274
2025/7/10 1:25,7.369677,47.879063,357.97842,41.015758
2025/7/10 1:25,7.3618255,48.656377,360.381,41.233488
2025/7/10 1:26,7.3323817,49.735981,362.5434,46.995992
2025/7/10 1:26,7.3323817,53.498886,362.60345,47.52532
2025/7/10 1:26,7.39936625,53.5087,362.5434,48.163506
2025/7/10 1:26,7.4324905,54.224182,366.0272,48.5802135
2025/7/10 1:27,7.3947042,54.575545,369.63104,49.331025
2025/7/10 1:27,7.2754571,55.0701975,371.76338,49.605072
2025/7/10 1:27,7.1699505,55.1977885,371.7333,49.8265585
2025/7/10 1:27,7.1017394,55.09277,370.59216,49.954202
2025/7/10 1:28,7.092416,56.768118,370.59216,50.29582
2025/7/10 1:28,7.092661,56.813267,371.7333,50.427216
2025/7/10 1:28,7.12038705,57.2735675,375.097,50.577377
2025/7/10 1:28,7.131183,57.156776,375.15704,50.633694
2025/7/10 1:29,7.1692145,57.454157,375.097,50.7125265
2025/7/10 1:29,7.207737,57.454155,375.15704,50.798865
2025/7/10 1:29,7.24625895,57.55819,375.15704,50.85143
2025/7/10 1:29,7.2889523,57.55819,375.15704,50.885216
2025/7/10 1:30,7.3272292,57.560154,375.03696,50.949028
2025/7/10 1:30,7.4123705,57.38742,371.76338,50.956543
2025/7/10 1:30,7.5134606,57.4060665,370.532,50.9527855
2025/7/10 1:30,7.56081585,56.7936365,371.703275,50.956543
2025/7/10 1:31,7.5139513,57.434528,375.097,50.9302635
2025/7/10 1:31,7.437888,57.345217,375.15704,50.840165
2025/7/10 1:31,7.3664875,57.344234,375.097,50.723785
2025/7/10 1:31,7.2653973,57.55819,371.7333,50.652456
2025/7/10 1:32,7.2788923,57.458082,355.60588,50.487278
2025/7/10 1:32,8.1575415,50.95593,281.004945,50.344629
2025/7/10 1:32,8.22894275,46.7680535,280.37427,50.220737
2025/7/10 1:32,8.07559,46.982994,280.43433,50.044301
2025/7/10 1:33,8.0726455,44.236878,288.48306,42.337186
2025/7/10 1:33,8.0724,41.1727675,304.43036,39.6980785
2025/7/10 1:33,7.9911847,41.4564095,319.92715,37.5957925
2025/7/10 1:33,7.90555265,41.1923975,331.009155,36.386988
2025/7/10 1:34,7.84102175,41.2591365,340.6196,36.6197335
2025/7/10 1:34,7.7872868,45.090744,347.016525,37.2466655
2025/7/10 1:34,7.7045994,46.372528,353.383435,37.760971
2025/7/10 1:34,7.5890327,46.87307,360.290955,38.170166
2025/7/10 1:35,7.4842623,47.082121,362.633475,38.5605865
2025/7/10 1:35,7.455555,49.688871,364.94598,39.2626075
2025/7/10 1:35,7.445004,49.9460105,365.96713,39.836981
2025/7/10 1:35,7.437398,49.9322715,369.63105,40.2536825
2025/7/10 1:36,7.436907,49.67611,370.62218,40.704167
2025/7/10 1:36,7.4800911,49.97251,369.63104,41.3423615
2025/7/10 1:36,7.5694036,49.8704385,371.7333,41.7252775
2025/7/10 1:36,7.550756,50.449499,376.35834,42.1720065
2025/7/10 1:37,7.4322453,50.4308515,380.893275,42.344696
2025/7/10 1:37,7.31299805,50.946115,383.2959,48.0996955
2025/7/10 1:37,7.26024465,56.19691,380.9233,48.553932
2025/7/10 1:37,7.24576805,56.01436,383.26584,48.8505
2025/7/10 1:38,7.2465043,56.206725,383.2959,48.91432
2025/7/10 1:38,7.2553377,56.254818,386.148955,49.6238405
2025/7/10 1:38,7.2754574,57.131255,387.951,49.879115
2025/7/10 1:38,7.303429,57.0026875,389.062115,49.98799
2025/7/10 1:39,7.35716375,57.043909,387.951,49.9955
2025/7/10 1:39,7.4072177,59.238445,387.92092,50.066824
2025/7/10 1:39,7.437643,60.0069275,387.89084,50.160683
2025/7/10 1:39,7.45432775,60.2846785,387.89084,50.2995785
2025/7/10 1:40,7.455064,59.266908,387.89084,50.35964
2025/7/10 1:40,7.474202,59.269853,384.40707,50.325855
2025/7/10 1:40,7.5328443,59.05197,384.34705,50.243269
2025/7/10 1:40,7.53235365,59.26887,388.01105,50.1756915
2025/7/10 1:41,7.48892415,60.554578,387.89084,50.085594
2025/7/10 1:41,7.7701116,55.338135,332.120385,49.6426105
2025/7/10 1:41,8.1239265,47.584625,302.5984,49.37983
2025/7/10 1:41,8.0390305,46.8838675,303.79968,49.0945185
2025/7/10 1:42,7.9767084,47.131195,304.37027,48.201051
2025/7/10 1:42,7.93818595,42.8127825,310.16659,39.6154865
2025/7/10 1:42,7.8685026,43.086609,321.218565,38.102598
2025/7/10 1:42,7.75514425,43.0522585,332.72107,36.9125575
2025/7/10 1:43,7.60228235,41.7400495,341.310325,36.507115
2025/7/10 1:43,7.4594804,43.0875915,347.58716,36.6347505
2025/7/10 1:43,7.37973725,43.421288,352.24221,37.066471
2025/7/10 1:43,7.3316457,46.5118945,356.687025,37.423109
2025/7/10 1:44,7.322567,46.756275,357.9184,37.87735
2025/7/10 1:44,7.3228125,47.5208325,361.462175,38.534316
2025/7/10 1:44,7.322567,47.3490775,366.0272,38.939755
2025/7/10 1:44,7.322077,50.062805,371.19275,39.371475
2025/7/10 1:45,7.28870725,50.6585485,376.29828,39.64177
2025/7/10 1:45,7.2465043,50.3572425,378.6408,40.0734865
2025/7/10 1:45,7.2555828,50.75277,376.29828,40.6966615
2025/7/10 1:45,7.3176602,51.184611,378.67088,45.7871855
2025/7/10 1:46,7.3272292,55.9878615,383.26584,47.90823
2025/7/10 1:46,7.27987385,56.052635,383.26584,47.979563
2025/7/10 1:46,7.226384,56.175318,383.2959,48.125965
2025/7/10 1:46,7.1780475,56.237152,383.83651,48.171024
2025/7/10 1:47,7.1208777,56.294075,383.26584,48.553932
2025/7/10 1:47,7.1012487,56.3274435,383.32596,48.4826025
2025/7/10 1:47,7.0919247,56.2096715,383.83651,48.6252595
